ITEM;CÓDIGOS;CLASSE/TIPO;DESCRIÇÃO;UN; VALOR 
001.20.246;83730;REVE;REPARO ESTRUTURAL DE ESTRUTURAS DE CONCRETO COM ARGAMASSA POLIMERICA DE ALTO DESEMPENHO, E=2 CM;M2; 175,07 
001.20.247;83736;REVE;REPARO/COLAGEM DE ESTRUTURAS DE CONCRETO COM ADESIVO ESTRUTURAL A BASE DE EPOXI, E=2 MM;M2; 159,13 
001.20.248;91514;REVE;ESTUCAMENTO DE PANOS DE FACHADA SEM VÃOS DO SISTEMA DE PAREDES DE CONCRETO EM EDIFICAÇÕES DE MÚLTIPLOS PAVIMENTOS. AF_06/2015;M2; 4,02 
001.20.249;91515;REVE;ESTUCAMENTO DE PANOS DE FACHADA COM VÃOS DO SISTEMA DE PAREDES DE CONCRETO EM EDIFICAÇÕES DE MÚLTIPLOS PAVIMENTOS. AF_06/2015;M2; 5,30 
001.20.250;91516;REVE;ESTUCAMENTO DE SUPERFÍCIE EXTERNA DA SACADA DO SISTEMA DE PAREDES DE CONCRETO EM EDIFICAÇÕES DE MÚLTIPLOS PAVIMENTOS. AF_06/2015;M2; 7,71 
001.20.251;91517;REVE;ESTUCAMENTO DE PANOS DE FACHADA SEM VÃOS DO SISTEMA DE PAREDES DE CONCRETO EM EDIFICAÇÕES DE PAVIMENTO ÚNICO. AF_06/2015;M2; 8,58 
001.20.252;91519;REVE;ESTUCAMENTO DE PANOS DE FACHADA COM VÃOS DO SISTEMA DE PAREDES DE CONCRETO EM EDIFICAÇÕES DE PAVIMENTO ÚNICO. AF_06/2015;M2; 9,84 
001.20.253;91520;REVE;ESTUCAMENTO DE DENSIDADE BAIXA NAS FACES INTERNAS DE PAREDES DO SISTEMA DE PAREDES DE CONCRETO. AF_06/2015;M2; 1,50 
001.20.254;91522;REVE;ESTUCAMENTO, PARA QUALQUER REVESTIMENTO, EM TETO DO SISTEMA DE PAREDES DE CONCRETO. AF_06/2015;M2; 1,79 
001.20.255;91525;REVE;ESTUCAMENTO DE DENSIDADE ALTA, NAS FACES INTERNAS DE PAREDES DO SISTEMA DE PAREDES DE CONCRETO. AF_06/2015;M2; 3,54 
001.21;;SEDI;SERVICOS DIVERSOS;;
001.21.01;72817;SEDI;BANDEJA SALVA-VIDAS/COLETA DE ENTULHOS, COM TABUA;M; 158,17 
001.21.02;73618;SEDI;LOCACAO MENSAL DE ANDAIME METALICO TIPO FACHADEIRO, INCLUSIVE MONTAGEM;M2; 7,17 
001.21.03;73673;SEDI;ANDAIME PARA REVESTIMENTO DE FORROS EM MADEIRA DE 3A;M2; 15,21 
001.21.04;73674;SEDI;ANDAIME PARA ALVENARIA EM MADEIRA DE 2A;M2; 18,15 
001.21.05;73804/001;SEDI;PROTECAO DE FACHADA COM TELA DE POLIPROPILENO FIXADA EM ESTRUTURA DE MADEIRA COM ARAME GALVANIZADO;M2; 15,68 
001.21.06;84111;SEDI;PLATAFORMA MADEIRA P/ ANDAIME TUBULAR APROVEITAMENTO 20 VEZES;M2; 2,17 
001.21.07;84112;SEDI;ANDAIME TABUADO SOBRE CAVALETES (INCLUSO CAVALETE) EM MADEIRA DE 1ª UTIL 20X INCL MOVIMENTACAO P/ PE-DIREITO 4,00M;M2; 10,64 
001.21.08;6022;SEDI;ARGAMASSA TRACO 1:2  (CAL E AREIA FINA PENEIRADA), PREPARO MANUAL;M3; 428,60 
001.21.09;73548;SEDI;ARGAMASSA TRACO 1:3 (CIMENTO E AREIA), PREPARO MANUAL, INCLUSO ADITIVO IMPERMEABILIZANTE;M3; 525,90 
001.21.10;73549;SEDI;ARGAMASSA TRACO 1:4 (CIMENTO E AREIA), PREPARO MANUAL, INCLUSO ADITIVO IMPERMEABILIZANTE;M3; 491,23 
001.21.11;73551;SEDI;ARGAMASSA TRACO 1:4 (CIMENTO E PEDRISCO), PREPARO MANUAL;M3; 437,65 
001.21.12;84100;SEDI;ARGAMASSA GROUT CIMENTO/CAL/AREIA/PEDRISCO 1:0,1:3:2 - PREPARO MANUAL;M3; 583,01 
001.21.13;84101;SEDI;ARGAMASSA CIMENTO/AREIA/SAIBRO 1:2:2 - PREPARO MANUAL;M3; 357,87 
001.21.14;87280;SEDI;ARGAMASSA TRAÇO 1:7 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 301,15 
001.21.15;87281;SEDI;ARGAMASSA TRAÇO 1:7 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 300,27 
001.21.16;87283;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 326,14 
001.21.17;87284;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 314,53 
001.21.18;87286;SEDI;ARGAMASSA TRAÇO 1:1:6 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 313,11 
001.21.19;87287;SEDI;ARGAMASSA TRAÇO 1:1:6 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 363,23 
001.21.20;87289;SEDI;ARGAMASSA TRAÇO 1:1,5:7,5 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 341,31 
001.21.21;87290;SEDI;ARGAMASSA TRAÇO 1:1,5:7,5 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 339,83 
001.21.22;87292;SEDI;ARGAMASSA TRAÇO 1:2:8 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 350,23 
001.21.23;87294;SEDI;ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 333,24 
001.21.24;87295;SEDI;ARGAMASSA TRAÇO 1:3:12 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 327,98 
001.21.25;87296;SEDI;ARGAMASSA TRAÇO 1:3:12 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 316,21 
001.21.26;87298;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 493,02 
001.21.27;87299;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 484,57 
001.21.28;87301;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 430,93 
001.21.29;87302;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 424,24 
001.21.30;87304;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 392,12 
001.21.31;87305;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 385,79 
001.21.32;87307;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 361,19 
001.21.33;87308;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 355,23 
001.21.34;87310;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 265,33 
001.21.35;87311;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 261,50 
001.21.36;87313;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 343,53 
001.21.37;87314;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 340,99 
001.21.38;87316;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 299,99 
001.21.39;87317;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 293,93 
001.21.40;87319;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 1.782,78 
001.21.41;87320;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 1.786,07 
001.21.42;87322;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 1.858,46 
001.21.43;87323;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 1.849,71 
001.21.44;87325;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_06/2014;M3; 1.811,92 
001.21.45;87326;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_06/2014;M3; 1.809,80 
001.21.46;87327;SEDI;ARGAMASSA TRAÇO 1:7 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 313,71 
001.21.47;87328;SEDI;ARGAMASSA TRAÇO 1:7 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 287,63 
001.21.48;87329;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 339,60 
001.21.49;87330;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 311,36 
001.21.50;87331;SEDI;ARGAMASSA TRAÇO 1:1:6 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 375,91 
001.21.51;87332;SEDI;ARGAMASSA TRAÇO 1:1:6 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 347,92 
001.21.52;87333;SEDI;ARGAMASSA TRAÇO 1:1,5:7,5 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 344,43 
001.21.53;87334;SEDI;ARGAMASSA TRAÇO 1:1,5:7,5 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 324,07 
001.21.54;87335;SEDI;ARGAMASSA TRAÇO 1:2:8 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 345,96 
001.21.55;87336;SEDI;ARGAMASSA TRAÇO 1:2:8 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 331,30 
001.21.56;87337;SEDI;ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 328,90 
001.21.57;87338;SEDI;ARGAMASSA TRAÇO 1:3:12 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 311,30 
001.21.58;87339;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 544,01 
001.21.59;87340;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 481,23 
001.21.60;87341;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 469,99 
001.21.61;87342;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 467,02 
001.21.62;87343;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 426,21 
001.21.63;87344;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 410,39 
001.21.64;87345;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 409,31 
001.21.65;87346;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 381,77 
001.21.66;87347;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 373,00 
001.21.67;87348;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 377,08 
001.21.68;87349;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 341,97 
001.21.69;87350;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 286,38 
001.21.70;87351;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 260,08 
001.21.71;87352;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 382,75 
001.21.72;87353;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 345,63 
001.21.73;87354;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 329,09 
001.21.74;87355;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 322,47 
001.21.75;87356;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 292,44 
001.21.76;87357;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 285,94 
001.21.77;87358;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 1.757,50 
001.21.78;87359;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 1.746,03 
001.21.79;87360;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_06/2014;M3; 1.839,46 
001.21.80;87361;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 1.820,44 
001.21.81;87362;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 1.817,63 
001.21.82;87363;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_06/2014;M3; 1.799,73 
001.21.83;87364;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_06/2014;M3; 1.773,07 
001.21.84;87365;SEDI;ARGAMASSA TRAÇO 1:7 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 369,45 
001.21.85;87366;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) COM ADIÇÃO DE PLASTIFICANTE PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 389,14 
001.21.86;87367;SEDI;ARGAMASSA TRAÇO 1:1:6 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 428,30 
001.21.87;87368;SEDI;ARGAMASSA TRAÇO 1:1,5:7,5 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 412,97 
001.21.88;87369;SEDI;ARGAMASSA TRAÇO 1:2:8 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 418,59 
001.21.89;87370;SEDI;ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 402,39 
001.21.90;87371;SEDI;ARGAMASSA TRAÇO 1:3:12 (CIMENTO, CAL E AREIA MÉDIA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_06/2014;M3; 389,04 
001.21.91;87372;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MANUAL. AF_06/2014;M3; 558,06 
001.21.92;87373;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MANUAL. AF_06/2014;M3; 498,01 
001.21.93;87374;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MANUAL. AF_06/2014;M3; 457,68 
001.21.94;87375;SEDI;ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA MÉDIA) PARA CONTRAPISO, PREPARO MANUAL. AF_06/2014;M3; 425,46 
001.21.95;87376;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MANUAL. AF_06/2014;M3; 339,64 
001.21.96;87377;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MANUAL. AF_06/2014;M3; 415,93 
001.21.97;87378;SEDI;ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA GROSSA) PARA CHAPISCO CONVENCIONAL, PREPARO MANUAL. AF_06/2014;M3; 370,21 
001.21.98;87379;SEDI;ARGAMASSA TRAÇO 1:5 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MANUAL. AF_06/2014;M3; 1.842,26 
001.21.99;87380;SEDI;ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA GROSSA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MANUAL. AF_06/2014;M3; 1.913,06 
