ITEM;CÓDIGOS;CLASSE/TIPO;DESCRIÇÃO;UN; VALOR 
001.15.39;89901;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 8 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 18,06 
001.15.40;89902;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 16 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 20 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 34,67 
001.15.41;89903;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 2 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,2 KM E VELOCIDADE MÉDIA 4 KM/H. AF_12/2013;M3; 5,89 
001.15.42;89904;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 2 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,3 KM E VELOCIDADE MÉDIA 5,9KM/H. AF_12/2013;M3; 5,92 
001.15.43;89905;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 2 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,6 KM E VELOCIDADE MÉDIA 10 KM/H. AF_12/2013;M3; 6,10 
001.15.44;89906;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 2 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,8 KM E VELOCIDADE MÉDIA 14 KM/H. AF_12/2013;M3; 6,04 
001.15.45;89907;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 1 KM E VELOCIDADE MÉDIA 15 KM/H. AF_12/2013;M3; 6,83 
001.15.46;89908;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 4 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 1,5 KM E VELOCIDADE MÉDIA 18 KM/H. AF_12/2013;M3; 9,20 
001.15.47;89909;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 4 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 2 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 9,36 
001.15.48;89910;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 2 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 8,09 
001.15.49;89911;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 3 KM E VELOCIDADE MÉDIA 20 KM/H. AF_12/2013;M3; 11,17 
001.15.50;89912;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 4 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 11,85 
001.15.51;89913;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 6 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 6 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 14,33 
001.15.52;89914;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 6 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 11,63 
001.15.53;89915;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 8 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 16,80 
001.15.54;89916;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 9 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 10 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 19,88 
001.15.55;89917;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 6 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 10 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 14,60 
001.15.56;89918;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 11 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 24,59 
001.15.57;89919;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 16,17 
001.15.58;89920;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 0,8 M³ / 111 HP), FROTA DE 13 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 20 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 30,12 
001.15.59;89921;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 0,2 KM E VELOCIDADE MÉDIA 4 KM/H. AF_12/2013;M3; 5,48 
001.15.60;89922;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 0,3 KM E VELOCIDADE MÉDIA 5,9 KM/H. AF_12/2013;M3; 5,50 
001.15.61;89923;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 0,6 KM E VELOCIDADE MÉDIA 10 KM/H. AF_12/2013;M3; 5,72 
001.15.62;89924;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 0,8 KM E VELOCIDADE MÉDIA 14 KM/H. AF_12/2013;M3; 5,65 
001.15.63;89925;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 1 KM E VELOCIDADE MÉDIA 15 KM/H. AF_12/2013;M3; 5,87 
001.15.64;89926;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 1,5 KM E VELOCIDADE MÉDIA 18 KM/H. AF_12/2013;M3; 8,75 
001.15.65;89927;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 2 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 8,94 
001.15.66;89928;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 2 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 8,14 
001.15.67;89929;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 3 KM E VELOCIDADE MÉDIA 20 KM/H. AF_12/2013;M3; 11,20 
001.15.68;89930;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 4 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 11,93 
001.15.69;89931;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 9 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 6 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 14,95 
001.15.70;89932;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 6 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 11,70 
001.15.71;89933;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 11 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 8 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 17,95 
001.15.72;89934;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 13 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 10 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 20,94 
001.15.73;89935;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 10 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 15,68 
001.15.74;89936;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 17 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 26,69 
001.15.75;89937;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 11 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 17,23 
001.15.76;89938;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 22 CAMINHÕES BASCULANTES DE 14 M³, DMT DE 20 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 33,74 
001.15.77;89939;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,2 KM E VELOCIDADE MÉDIA 4 KM/H. AF_12/2013;M3; 5,14 
001.15.78;89940;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,3 KM E VELOCIDADE MÉDIA 5,9 KM/H. AF_12/2013;M3; 5,16 
001.15.79;89941;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,6 KM E VELOCIDADE MÉDIA 10 KM/H. AF_12/2013;M3; 5,35 
001.15.80;89942;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 0,8 KM E VELOCIDADE MÉDIA 14 KM/H. AF_12/2013;M3; 5,29 
001.15.81;89943;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 3 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 1 KM E VELOCIDADE MÉDIA 15 KM/H. AF_12/2013;M3; 5,49 
001.15.82;89944;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 1,5 KM E VELOCIDADE MÉDIA 18 KM/H. AF_12/2013;M3; 8,08 
001.15.83;89945;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 5 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 2 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 8,25 
001.15.84;89946;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 4 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 2 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 7,14 
001.15.85;89947;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 6 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 3 KM E VELOCIDADE MÉDIA 20 KM/H. AF_12/2013;M3; 9,89 
001.15.86;89948;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 4 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 10,95 
001.15.87;89949;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 8 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 6 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 13,25 
001.15.88;89950;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 6 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 6 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 10,34 
001.15.89;89951;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 8 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 15,95 
001.15.90;89952;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 7 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 8 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 11,93 
001.15.91;89953;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 12 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 10 KM E VELOCIDADE MÉDIA 22 KM/H. AF_12/2013;M3; 18,67 
001.15.92;89954;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 8 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 10 KM E VELOCIDADE MÉDIA 35 KM/H. AF_12/2013;M3; 13,52 
001.15.93;89955;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 15 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 23,43 
001.15.94;89956;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 9 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 15 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 14,92 
001.15.95;89958;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 19 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 20 KM E VELOCIDADE MÉDIA 24 KM/H. AF_12/2013;M3; 29,41 
001.15.96;89960;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 25 KM E VELOCIDADE MÉDIA 45 KM/H. AF_11/2014;M3; 21,36 
001.15.97;89961;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 30 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 24,64 
001.15.98;89962;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 15 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 30 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 24,34 
001.15.99;89963;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 35 KM E VELOCIDADE MÉDIA 45 KM/H. AF_11/2014;M3; 27,92 
001.15.100;89964;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 40 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 31,22 
001.15.101;89965;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 15 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 40 KM E VELOCIDADE MÉDIA 45 KM/H. AF_12/2013;M3; 30,84 
001.15.102;89966;MOVT;ESCAVAÇÃO VERTICAL A CÉU ABERTO, INCLUINDO CARGA, DESCARGA E TRANSPORTE, EM SOLO DE 1ª CATEGORIA COM ESCAVADEIRA HIDRÁULICA (CAÇAMBA: 1,2 M³ / 155 HP), FROTA DE 10 CAMINHÕES BASCULANTES DE 18 M³, DMT DE 45 KM E VELOCIDADE MÉDIA 45 KM/H. AF_11/2014;M3; 34,48 
