ITEM;CÓD;TIPO;DESCRIÇÃO;UN;PREÇO
001.16.130;73937/4;;COBOGO DE CONCRETO (ELEMENTO VAZADO), 6X29X29CM, ASSENTADO COM ARGAMASSA TRACO 1:7 (CIMENTO E AREIA);M2;91,47
001.16.131;73937/5;;COBOGO DE CONCRETO (ELEMENTO VAZADO), 10X29X39CM ABERTURA COM VIDRO, ASSENTADO COM ARGAMASSA TRACO 1:4 (CIMENTO E AREIA MEDIA NAO PENEIRADA);M2;172,3
001.16.132;74196/1;;COBOGO DE CONCRETO (ELEMENTO VAZADO), 5X50X50CM, ASSENTADO COM ARGAMASSA DE CIMENTO E AREIA COM ACO CA-25;M2;99,37
001.16.133;89453;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;47,56
001.16.134;89454;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;45,59
001.16.135;89455;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;59,08
001.16.136;89456;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;56,66
001.16.137;89457;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;50,47
001.16.138;89458;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;47,21
001.16.139;89459;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;63,18
001.16.140;89460;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;59,13
001.16.141;89462;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;54,78
001.16.142;89463;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;53,03
001.16.143;89464;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;73,64
001.16.144;89465;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;71,51
001.16.145;89466;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;57,77
001.16.146;89467;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;54,62
001.16.147;89468;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;77,34
001.16.148;89469;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO PALHETA. AF_12/2014;M2;73,46
001.16.149;89470;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;56,47
001.16.150;89471;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;54,49
001.16.151;89472;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;67,95
001.16.152;89473;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;65,68
001.16.153;89474;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;61,77
001.16.154;89475;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;57,43
001.16.155;89476;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;74,59
001.16.156;89477;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;69,61
001.16.157;89478;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;63,88
001.16.158;89479;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;62,13
001.16.159;89480;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;82,72
001.16.160;89483;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;80,74
001.16.161;89484;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;69,26
001.16.162;89486;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;65,18
001.16.163;89487;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;88,95
001.16.164;89488;;ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M², COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014;M2;84,15
001.16.165;91815;;(COMPOSIÇÃO REPRESENTATIVA) DE ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, UTILIZANDO PALHETA, PARA EDIFICAÇÃO HABITACIONAL. AF_10/2015;M2;47,63
001.16.166;91816;;COMPOSIÇÃO REPRESENTATIVA DE SERVIÇOS DE ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, UTILIZANDO PALHETA, PARA EDIFICAÇÃO HABITACIONAL. AF_10/2015;M2;54,96
001.16.167;72139;;BLOCOS DE VIDRO TIPO CANELADO 19X19X8CM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA GROSSA) PREPARO MECANICO, COM REJUNTAMENTO EM CIMENTO BRANCO E BARRAS DE ACO;M2;525,84
001.16.168;72175;;BLOCOS DE VIDRO TIPO XADREZ 20X20X10CM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA GROSSA) PREPARO MECANICO, COM REJUNTAMENTO EM CIMENTO BRANCO E BARRAS DE ACO;M2;530,45
001.16.169;72176;;BLOCOS DE VIDRO TIPO XADREZ 20X10X8CM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA GROSSA) PREPARO MECANICO, COM REJUNTAMENTO EM CIMENTO BRANCO E BARRAS DE ACO;M2;534,84
001.16.170;74053/1;;ALVENARIA EM PEDRA RACHAO OU PEDRA DE MAO, ASSENTADA COM ARGAMASSA TRACO 1:6 (CIMENTO E AREIA);M3;387,33
001.16.171;72178;;RETIRADA DE DIVISORIAS EM CHAPAS DE MADEIRA, COM MONTANTES METALICOS;M2;17,36
001.16.172;72179;;RECOLOCACAO DE PLACAS DIVISORIAS DE GRANILITE, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL;M2;36,57
001.16.173;72180;;RECOLOCACAO DE DIVISORIAS TIPO CHAPAS OU TABUAS, EXCLUSIVE ENTARUGAMENTO, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL;M2;10,97
001.16.174;72181;;RECOLOCACAO DE DIVISORIAS TIPO CHAPAS OU TABUAS, INCLUSIVE ENTARUGAMENTO, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL;M2;22,21
001.16.175;73774/1;;DIVISORIA EM MARMORITE ESPESSURA 35MM, CHUMBAMENTO NO PISO E PAREDE COM ARGAMASSA DE CIMENTO E AREIA, POLIMENTO MANUAL, EXCLUSIVE FERRAGENS;M2;225,43
001.16.176;73909/1;;"DIVISORIA EM MADEIRA COMPENSADA RESINADA ESPESSURA 6MM, ESTRUTURADA EM MADEIRA DE LEI 3""X3""";M2;183,34
001.16.177;74229/1;;DIVISORIA EM MARMORE BRANCO POLIDO, ESPESSURA 3 CM, ASSENTADO COM ARGAMASSA TRACO 1:4 (CIMENTO E AREIA), ARREMATE COM CIMENTO BRANCO, EXCLUSIVE FERRAGENS;M2;404,11
001.16.178;79627;;DIVISORIA EM GRANITO BRANCO POLIDO, ESP = 3CM, ASSENTADO COM ARGAMASSA TRACO 1:4, ARREMATE EM CIMENTO BRANCO, EXCLUSIVE FERRAGENS;M2;417,86
001.16.179;73863/1;;ALVENARIA COM BLOCOS DE CONCRETO CELULAR 10X30X60CM, ESPESSURA 10CM, ASSENTADOS COM ARGAMASSA TRACO 1:2:9 (CIMENTO, CAL E AREIA) PREPARO MANUAL;M2;53,96
001.16.180;73863/2;;ALVENARIA COM BLOCOS DE CONCRETO CELULAR 20X30X60CM, ESPESSURA 20CM, ASSENTADOS COM ARGAMASSA TRACO 1:2:9 (CIMENTO, CAL E AREIA) PREPARO MANUAL;M2;110,6
001.16.181;68079;;PAREDE DE ADOBE PARA FORNOS;M3;501,31
001.17;;;PAVIMENTACAO;;
001.17.01;72948;;COLCHAO DE AREIA PARA PAVIMENTACAO EM PARALELEPIPEDO OU BLOCOS DE CONCRETO INTERTRAVADOS;M3;73,62
001.17.02;73790/1;;RETIRADA, LIMPEZA E REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM BETUME E PEDRISCO, CONSIDERANDO APROVEITAMENTO DO PARALELEPIPEDO;M2;55,3
001.17.03;73790/2;;REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM BETUME E PEDRISCO, CONSIDERANDO APROVEITAMENTO DO PARALELEPIPEDO;M2;40,26
001.17.04;73790/3;;RETIRADA, LIMPEZA E REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA), CONSIDERANDO APROVEITAMENTO DO PARALELEPIPEDO;M2;52,05
001.17.05;73790/4;;REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA), CONSIDERANDO APROVEITAMENTO DO PARALELEPIPEDO;M2;36,34
001.17.06;83694;;RECOMPOSICAO DE PAVIMENTACAO TIPO BLOKRET SOBRE COLCHAO DE AREIA COM REAPROVEITAMENTO DE MATERIAL;M2;9,65
001.17.07;83695/1;;REJUNTAMENTO PAVIMENTACAO PARALELEPIPEDO BETUME CASCALH INCL MATERIAIS;M2;16,65
001.17.08;83771;;RECOMPOSICAO DE REVESTIMENTO PRIMARIO MEDIDO P/ VOLUME COMPACTADO;M3;6,38
001.17.09;92970;;DEMOLIÇÃO DE PAVIMENTAÇÃO ASFÁLTICA COM UTILIZAÇÃO DE MARTELO PERFURADOR, ESPESSURA ATÉ 15 CM, EXCLUSIVE CARGA E TRANSPORTE;M2;9,04
001.17.10;41879;;CONFORMACAO GEOMETRICA DE PLATAFORMA PARA EXECUCAO DE REVESTIMENTO PRIMARIO EM RODOVIAS VICINAIS;M2;0,12
001.17.11;72910;;BASE DE SOLO ARENOSO FINO, COMPACTACAO 100% PROCTOR MODIFICADO;M3;10,86
001.17.12;72911;;BASE DE SOLO ESTABILIZADO SEM MISTURA, COMPACTACAO 100% PROCTOR NORMAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO;M3;9,09
001.17.13;72912;;BASE DE SOLO CIMENTO 2% MISTURA EM PISTA, COMPACTACAO 100% PROCTOR INTERMEDIARIO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO;M3;32,99
001.17.14;72913;;BASE DE SOLO CIMENTO 4% MISTURA EM PISTA, COMPACTACAO 100% PROCTOR NORMAL, EXCLUSIVE TRANSPORTE DO SOLO;M3;52,66
001.17.15;72914;;BASE DE SOLO CIMENTO 6% MISTURA EM PISTA, COMPACTACAO 100% PROCTOR NORMAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO;M3;75,08
001.17.16;72916;;BASE DE SOLO CIMENTO 2% MISTURA EM USINA, COMPACTACAO 100% PROCTOR INTERMEDIARIO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO;M3;35,14
001.17.17;72919;;BASE DE SOLO CIMENTO 4% MISTURA EM USINA, COMPACTACAO 100% PROCTOR NORMAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO;M3;53,13
001.17.18;72922;;BASE DE SOLO CIMENTO 6% COM MISTURA EM USINA, COMPACTACAO 100% PROCTOR NORMAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO;M3;73,87
001.17.19;72923;;BASE DE SOLO - BRITA (40/60), MISTURA EM USINA, COMPACTACAO 100% PROCTOR MODIFICADO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE;M3;91,25
001.17.20;72924;;BASE DE SOLO - BRITA (50/50), MISTURA EM USINA, COMPACTACAO 100% PROCTOR MODIFICADO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE;M3;77,61
001.17.21;72961;;REGULARIZACAO E COMPACTACAO DE SUBLEITO ATE 20 CM DE ESPESSURA;M2;1,18
001.17.22;73710;;BASE PARA PAVIMENTACAO COM BRITA GRADUADA, INCLUSIVE COMPACTACAO;M3;152,94
001.17.23;73711;;BASE PARA PAVIMENTACAO COM BRITA CORRIDA, INCLUSIVE COMPACTACAO;M3;137,39
001.17.24;73766/1;;BASE PARA PAVIMENTACAO COM MACADAME HIDRAULICO, INCLUSIVE COMPACTACAO;M3;173,93
001.17.25;83772;;BASE SOLO ESTABIL C/ MATERIAIS MISTURADOS NA USINA / TRANSP AGUA EXCL. ESCAV., CARGA E TRANSPORTE DOS SOLOS UTILIZADOS E BRITA;M3;12,01
001.17.26;72799;;PAVIMENTO EM PARALELEPIPEDO SOBRE COLCHAO DE AREIA REJUNTADO COM ARGAMASSA DE CIMENTO E AREIA NO TRAÇO 1:3 (PEDRAS PEQUENAS 30 A 35 PECAS POR M2);M2;77,15
001.17.27;72942;;PINTURA DE LIGACAO COM EMULSAO RR-1C;M2;1,23
001.17.28;72943;;PINTURA DE LIGACAO COM EMULSAO RR-2C;M2;1,31
001.17.29;72944;;PAVIMENTACAO EM PARALELEPIPEDO SOBRE COLCHAO DE AREIA 10CM, REJUNTADO COM AREIA;M2;62,83
001.17.30;72945;;IMPRIMACAO DE BASE DE PAVIMENTACAO COM EMULSAO CM-30;M2;4,39
001.17.31;72956;;TRATAMENTO SUPERFICIAL SIMPLES - TSS, COM EMULSAO RR-2C;M2;5,14
001.17.32;72958;;TRATAMENTO SUPERFICIAL DUPLO - TSD, COM EMULSAO RR-2C;M2;9,69
001.17.33;72960;;TRATAMENTO SUPERFICIAL TRIPLO - TST, COM EMULSAO RR-2C;M2;12,41
001.17.34;72966;;MEIO-FIO GRANITICO 100 X 50 X 15CM, SOBRE BASE DE CONCRETO SIMPLES E REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA);M;63,97
001.17.35;72967;;MEIO-FIO DE CONCRETO PRE-MOLDADO 12 X 30 CM, SOBRE BASE DE CONCRETO SIMPLES E REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA);M;31,73
001.17.36;72969;;CARGA DE PEDRA PARA PAVIMENTO POLIEDRICO;M2;0,77
001.17.37;72971;;COMPACTACAO DE PAVIMENTO POLIEDRICO;M2;0,33
001.17.38;72972;;CONTENCAO LATERAL COM SOLO LOCAL PARA PAVIMENTO POLIEDRICO;M2;0,61
001.17.39;72973;;CORTE E PREPARO DE CORDAO DE PEDRA PARA PAVIMENTO POLIEDRICO;M;1,15
001.17.40;72974;;CORTE E PREPARO DE PEDRA PARA PAVIMENTO POLIEDRICO;M2;3,85
001.17.41;72975;;DESMONTE MANUAL DE PEDRA PARA PAVIMENTO POLIEDRICO;M2;0,43
001.17.42;72976;;CARGA DE CORDAO DE PEDRA PARA PAVIMENTO POLIEDRICO;M;0,38
001.17.43;72978;;EXTRACAO, CARGA E ASSENTAMENTO DE CORDAO DE PEDRA PARA PAVIMENTO POLIEDRICO, EXCLUSIVE TRANSPORTE DE PEDRA E INDENIZACAO PEDREIRA;M;3,85
001.17.44;72979;;EXTRACAO, CARGA, PREPARO E ASSENTAMENTO DE PEDRAS POLIEDRICAS, EXCLUSIVE TRANSPORTE DE PEDRA E INDENIZACAO PEDREIRA;M2;7,37
001.17.45;73760/1;;CAPA SELANTE COMPREENDENDO APLICAÇÃO DE ASFALTO NA PROPORÇÃO DE 0,7 A 1,5L / M2, DISTRIBUIÇÃO DE AGREGADOS DE 5 A 15KG/M2 E COMPACTAÇÃO COM ROLO - COM USO DA EMULSAO RR-2C, INCLUSO APLICACAO E COMPACTACAO;M2;3,01
001.17.46;73765/1;;PAVIMENTACAO EM PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM ARGAMASSA DE CIMENTO E AREIA TRACO 1:3 (CIMENTO E AREIA);M2;91,73
001.17.47;73765/2;;PAVIMENTACAO EM PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM BETUME E PEDRISCO;M2;93,21
001.17.48;73849/1;;AREIA ASFALTO A QUENTE (AAUQ) COM CAP 50/70, INCLUSO USINAGEM E APLICACAO, EXCLUSIVE TRANSPORTE;M3;527,34
001.17.49;73849/2;;AREIA ASFALTO A FRIO (AAUF), COM EMULSAO RR-2C INCLUSO USINAGEM E APLICACAO, EXCLUSIVE TRANSPORTE;M3;403,18
001.17.50;92391;;EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 25 CM, ESPESSURA 6 CM. AF_12/2015;M2;38,47
001.17.51;92392;;EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 25 CM, ESPESSURA 8 CM. AF_12/2015;M2;42,9
001.17.52;92393;;EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO SEXTAVADO DE 25 X 25 CM, ESPESSURA 6 CM. AF_12/2015;M2;50,84
001.17.53;92394;;EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO SEXTAVADO DE 25 X 25 CM, ESPESSURA 8 CM. AF_12/2015;M2;52,5
001.17.54;92395;;EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO SEXTAVADO DE 25 X 25 CM, ESPESSURA 10 CM. AF_12/2015;M2;66,07
001.17.55;92396;;EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_12/2015;M2;51,19
001.17.56;92397;;EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_12/2015;M2;42,81
001.17.57;92398;;EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 8 CM. AF_12/2015;M2;51,95
001.17.58;92399;;EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 8 CM. AF_12/2015;M2;52,94
001.17.59;92400;;EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 10 CM. AF_12/2015;M2;57,7
001.17.60;92401;;EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 10 CM. AF_12/2015;M2;58,72
001.17.61;92402;;EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 6 CM. AF_12/2015;M2;52,33
001.17.62;92403;;EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 6 CM. AF_12/2015;M2;43,85
001.17.63;92404;;EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 8 CM. AF_12/2015;M2;54,08
001.17.64;92405;;EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 8 CM. AF_12/2015;M2;55,06
001.17.65;92406;;EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 10 CM. AF_12/2015;M2;60,51
001.17.66;92407;;EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 10 CM. AF_12/2015;M2;61,51
001.17.67;72947;;SINALIZACAO HORIZONTAL COM TINTA RETRORREFLETIVA A BASE DE RESINA ACRILICA COM MICROESFERAS DE VIDRO;M2;18,06
001.17.68;83693;;CAIACAO EM MEIO FIO;M2;2,45
001.17.69;73770/1;;BARREIRA PRE-MOLDADA EXTERNA CONCRETO ARMADO 0,25X0,40X1,14M FCK=25MPA ACO CA-50 INCL VIGOTA HORIZONTAL MONTANTE A CADA 1,00M  FERROS DE LIGACAO E MATERIAIS.;M;450,36
001.17.70;73770/2;;BARREIRA DUPLA PRE-MOL INTER CONCRETO ARMADO 0,15X0,65X0,77M FCK=25MPA ACO CA-50 INCL FERROS DE LIGACAO E MATERIAIS.;M;394,69
001.17.71;83696/1;;PINTURA GUARDA-CORPO GUARDA-RODA E MURETA PROTECAO COM CAL EM PONTES EVIADUTOS MEDIDA PELO DOBRO DA AREA TOTAL (LARGURAXALTURA).;M2;3,88
001.17.72;72962;;USINAGEM DE CBUQ COM CAP 50/70, PARA CAPA DE ROLAMENTO;T;221,01
