ITEM;CÓDIGOS;CLASSE;DESCRIÇÃO;UNIDADE;VALOR
001.19.182;72189;;RODAPE VINILICO ALTURA 5CM, ESPESSURA 1MM, FIXADO COM COLA;M;20,77
001.19.183;72190;;RODAPE BORRACHA LISO, ALTURA = 7CM, ESPESSURA = 2 MM, PARA ARGAMASSA;M;24,72
001.20;;;REVESTIMENTO E TRATAMENTO DE SUPERFICIES;;
001.20.01;74199/1;;CHAPISCO RUSTICO TRACO 1:3 (CIMENTO E AREIA GROSSA), ESPESSURA 2CM, PREPARO MANUAL DA ARGAMASSA;M2;24,85
001.20.02;87871;;CHAPISCO APLICADO SOMENTE EM ESTRUTURAS DE CONCRETO EM ALVENARIAS INTERNAS, COM DESEMPENADEIRA DENTADA. ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;19,75
001.20.03;87872;;CHAPISCO APLICADO SOMENTE EM ESTRUTURAS DE CONCRETO EM ALVENARIAS INTERNAS, COM DESEMPENADEIRA DENTADA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;19,24
001.20.04;87873;;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO MANUAL. AF_06/2014;M2;3,65
001.20.05;87874;;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;3,56
001.20.06;87876;;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;11,03
001.20.07;87877;;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;10,8
001.20.08;87878;;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO MANUAL. AF_06/2014;M2;2,9
001.20.09;87879;;CHAPISCO APLICADO EM ALVENARIAS E ESTRUTURAS DE CONCRETO INTERNAS, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;2,59
001.20.10;87881;;CHAPISCO APLICADO NO TETO, COM ROLO PARA TEXTURA ACRÍLICA. ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO MANUAL. AF_06/2014;M2;3,58
001.20.11;87882;;CHAPISCO APLICADO NO TETO, COM ROLO PARA TEXTURA ACRÍLICA. ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;3,49
001.20.12;87884;;CHAPISCO APLICADO NO TETO, COM ROLO PARA TEXTURA ACRÍLICA. ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;10,96
001.20.13;87885;;CHAPISCO APLICADO NO TETO, COM ROLO PARA TEXTURA ACRÍLICA. ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;10,74
001.20.14;87886;;CHAPISCO APLICADO NO TETO, COM DESEMPENADEIRA DENTADA. ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;23,77
001.20.15;87887;;CHAPISCO APLICADO NO TETO, COM DESEMPENADEIRA DENTADA. ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;23,26
001.20.16;87888;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO MANUAL. AF_06/2014;M2;4,51
001.20.17;87889;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;4,42
001.20.18;87891;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;11,89
001.20.19;87892;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;11,67
001.20.20;87893;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO MANUAL. AF_06/2014;M2;4,4
001.20.21;87894;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;4,09
001.20.22;87896;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM EQUIPAMENTO DE PROJEÇÃO.  ARGAMASSA TRAÇO 1:3 COM PREPARO MANUAL. AF_06/2014;M2;4,14
001.20.23;87897;;CHAPISCO APLICADO EM ALVENARIA (SEM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM EQUIPAMENTO DE PROJEÇÃO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400 L. AF_06/2014;M2;3,83
001.20.24;87899;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO MANUAL. AF_06/2014;M2;5,27
001.20.25;87900;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA TRAÇO 1:4 E EMULSÃO POLIMÉRICA (ADESIVO) COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;5,18
001.20.26;87902;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;12,65
001.20.27;87903;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM ROLO PARA TEXTURA ACRÍLICA.  ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;12,43
001.20.28;87904;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO MANUAL. AF_06/2014;M2;5,66
001.20.29;87905;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM COLHER DE PEDREIRO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400L. AF_06/2014;M2;5,35
001.20.30;87907;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM EQUIPAMENTO DE PROJEÇÃO.  ARGAMASSA TRAÇO 1:3 COM PREPARO MANUAL. AF_06/2014;M2;5,29
001.20.31;87908;;CHAPISCO APLICADO EM ALVENARIA (COM PRESENÇA DE VÃOS) E ESTRUTURAS DE CONCRETO DE FACHADA, COM EQUIPAMENTO DE PROJEÇÃO.  ARGAMASSA TRAÇO 1:3 COM PREPARO EM BETONEIRA 400 L. AF_06/2014;M2;4,98
001.20.32;87910;;CHAPISCO APLICADO SOMENTE NA ESTRUTURA DE CONCRETO DA FACHADA, COM DESEMPENADEIRA DENTADA. ARGAMASSA INDUSTRIALIZADA COM PREPARO MANUAL. AF_06/2014;M2;23,68
001.20.33;87911;;CHAPISCO APLICADO SOMENTE NA ESTRUTURA DE CONCRETO DA FACHADA, COM DESEMPENADEIRA DENTADA. ARGAMASSA INDUSTRIALIZADA COM PREPARO EM MISTURADOR 300 KG. AF_06/2014;M2;23,17
001.20.34;5991;;BARRA LISA COM ARGAMASSA TRACO 1:4 (CIMENTO E AREIA GROSSA), ESPESSURA 2,0CM, INCLUSO ADITIVO IMPERMEABILIZANTE, PREPARO MECANICO DA ARGAMASSA;M2;33,32
001.20.35;5997;;BARRA LISA COM ARGAMASSA TRACO 1:4 (CIMENTO E AREIA GROSSA), ESPESSURA 2,0CM, PREPARO MECANICO DA ARGAMASSA;M2;31,57
001.20.36;84023;;BARRA LISA TRACO 1:3 (CIMENTO E AREIA MEDIA), ESPESSURA 1,5CM, PREPARO MANUAL DA ARGAMASSA;M2;32,13
001.20.37;84024;;BARRA LISA TRACO 1:3 (CIMENTO E AREIA MEDIA), ESPESSURA 1,0CM, PREPARO MANUAL DA ARGAMASSA;M2;29,9
001.20.38;84026;;BARRA LISA TRACO 1:4 (CIMENTO E AREIA MEDIA), ESPESSURA 2,0CM, PREPARO MANUAL DA ARGAMASSA;M2;38,21
001.20.39;84027;;BARRA LISA TRACO 1:3 (CIMENTO E AREIA MEDIA), ESPESSURA 0,5CM, PREPARO MANUAL DA ARGAMASSA;M2;24,91
001.20.40;84028;;BARRA LISA TRACO 1:4 (CIMENTO E AREIA MEDIA), COM CORANTE AMARELO, ESPESSURA 2,0CM, PREPARO MANUAL DA ARGAMASSA;M2;42,97
001.20.41;84072;;BARRA LISA TRACO 1:3 (CIMENTO E AREIA MEDIA NAO PENEIRADA), INCLUSO ADITIVO IMPERMEABILIZANTE, ESPESSURA 0,5CM, PREPARO MANUAL DA ARGAMASSA;M2;25,28
001.20.42;87411;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 0,5CM. AF_06/2014;M2;10,14
001.20.43;87412;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², ESPESSURA DE 0,5CM. AF_06/2014;M2;13,98
001.20.44;87413;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO DE AMBIENTES DE ÁREA MENOR QUE 5M², ESPESSURA DE 0,5CM. AF_06/2014;M2;16,17
001.20.45;87414;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 1,0CM. AF_06/2014;M2;15,4
001.20.46;87415;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², ESPESSURA DE 1,0CM. AF_06/2014;M2;19,12
001.20.47;87416;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM TETO DE AMBIENTES DE ÁREA MENOR QUE 5M², ESPESSURA DE 1,0CM. AF_06/2014;M2;21,45
001.20.48;87417;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 0,5CM. AF_06/2014;M2;10,69
001.20.49;87418;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², ESPESSURA DE 0,5CM. AF_06/2014;M2;10,97
001.20.50;87419;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², ESPESSURA DE 0,5CM. AF_06/2014;M2;11,79
001.20.51;87420;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 1,0CM. AF_06/2014;M2;16,37
001.20.52;87421;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², ESPESSURA DE 1,0CM. AF_06/2014;M2;16,65
001.20.53;87422;;APLICAÇÃO MANUAL DE GESSO DESEMPENADO (SEM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², ESPESSURA DE 1,0CM. AF_06/2014;M2;17,47
001.20.54;87423;;APLICAÇÃO MANUAL DE GESSO SARRAFEADO (COM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 1,0CM. AF_06/2014;M2;21,03
001.20.55;87424;;APLICAÇÃO MANUAL DE GESSO SARRAFEADO (COM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², ESPESSURA DE 1,0CM. AF_06/2014;M2;21,45
001.20.56;87425;;APLICAÇÃO MANUAL DE GESSO SARRAFEADO (COM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², ESPESSURA DE 1,0CM. AF_06/2014;M2;22,13
001.20.57;87426;;APLICAÇÃO MANUAL DE GESSO SARRAFEADO (COM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², ESPESSURA DE 1,5CM. AF_06/2014;M2;24,99
001.20.58;87427;;APLICAÇÃO MANUAL DE GESSO SARRAFEADO (COM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², ESPESSURA DE 1,5CM. AF_06/2014;M2;25,41
001.20.59;87428;;APLICAÇÃO MANUAL DE GESSO SARRAFEADO (COM TALISCAS) EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², ESPESSURA DE 1,5CM. AF_06/2014;M2;26,09
001.20.60;87429;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², DESEMPENADO (SEM TALISCAS), ESPESSURA DE 0,5CM. AF_06/2014;M2;12,24
001.20.61;87430;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², DESEMPENADO (SEM TALISCAS), ESPESSURA DE 0,5CM. AF_06/2014;M2;12,52
001.20.62;87431;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², DESEMPENADO (SEM TALISCAS), ESPESSURA DE 0,5CM. AF_06/2014;M2;12,66
001.20.63;87432;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², DESEMPENADO (SEM TALISCAS), ESPESSURA DE 1,0CM. AF_06/2014;M2;18,14
001.20.64;87433;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², DESEMPENADO (SEM TALISCAS), ESPESSURA DE 1,0CM. AF_06/2014;M2;18,7
001.20.65;87434;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², DESEMPENADO (SEM TALISCAS), ESPESSURA DE 1,0CM. AF_06/2014;M2;19,11
001.20.66;87435;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², SARRAFEADO (COM TALISCAS), ESPESSURA DE 1,0CM. AF_06/2014;M2;19,93
001.20.67;87436;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², SARRAFEADO (COM TALISCAS), ESPESSURA DE 1,0CM. AF_06/2014;M2;20,89
001.20.68;87437;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², SARRAFEADO (COM TALISCAS), ESPESSURA DE 1,0CM. AF_06/2014;M2;21,58
001.20.69;87438;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MAIOR QUE 10M², SARRAFEADO (COM TALISCAS), ESPESSURA DE 1,5CM. AF_06/2014;M2;24,8
001.20.70;87439;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA ENTRE 5M² E 10M², SARRAFEADO (COM TALISCAS), ESPESSURA DE 1,5CM. AF_06/2014;M2;26,02
001.20.71;87440;;APLICAÇÃO DE GESSO PROJETADO COM EQUIPAMENTO DE PROJEÇÃO EM PAREDES DE AMBIENTES DE ÁREA MENOR QUE 5M², SARRAFEADO (COM TALISCAS), ESPESSURA DE 1,5CM. AF_06/2014;M2;26,58
001.20.72;87527;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;24,68
001.20.73;87528;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;27,32
001.20.74;87529;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;22,51
001.20.75;87530;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;25,14
001.20.76;87531;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;21,74
001.20.77;87532;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;24,37
001.20.78;87533;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;21,33
001.20.79;87534;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;23,97
001.20.80;87535;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;19,56
001.20.81;87536;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA DE 20MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;22,2
001.20.82;87537;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA 20MM, COM TALISCAS. AF_06/2014;M2;60,91
001.20.83;87538;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 10M2, ESPESSURA 20MM, COM TALISCAS. AF_06/2014;M2;59,05
001.20.84;87539;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA 20MM, COM TALISCAS. AF_06/2014;M2;58,39
001.20.85;87540;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA 20MM, COM TALISCAS. AF_06/2014;M2;58,05
001.20.86;87541;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA 20MM, COM TALISCAS. AF_06/2014;M2;56,53
001.20.87;87542;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA OU CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA 5MM, SEM TALISCAS. AF_06/2014;M2;20,12
001.20.88;87543;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA OU CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA 5MM, SEM TALISCAS. AF_06/2014;M2;18,94
001.20.89;87544;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA OU CERÂMICA, EM ARGAMASSA INDUSTRIALIZADA, APLICADO COM EQUIPAMENTO DE MISTURA E PROJEÇÃO DE 1,5 M3/H, EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MAIOR QUE 10M2, ESPESSURA 5MM, SEM TALISCAS. AF_06/2014;M2;18,28
001.20.90;87545;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;16,58
001.20.91;87546;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 5M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;18,07
001.20.92;87547;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;14,41
001.20.93;87548;;MASSA ÚNICA, PARA RECEBIMENTO DE PINTURA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADA MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA MENOR QUE 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;15,91
001.20.94;87549;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MECÂNICO COM BETONEIRA 400L, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;13,63
001.20.95;87550;;EMBOÇO, PARA RECEBIMENTO DE CERÂMICA, EM ARGAMASSA TRAÇO 1:2:8, PREPARO MANUAL, APLICADO MANUALMENTE EM FACES INTERNAS DE PAREDES DE AMBIENTES COM ÁREA ENTRE 5M2 E 10M2, ESPESSURA DE 10MM, COM EXECUÇÃO DE TALISCAS. AF_06/2014;M2;15,12
